sample_id,scenario,eta,kappa,vbar,sigma_v,rho,kappa_q
56,persistent_factor,2.00008483701,4.79409294859,0.0209343165246,0.376265882072,-0.479221722307,1.5401843015
57,clean,4.41949376017,8.99933689323,0.0215418628898,0.422938116167,-0.505172630769,1.77398155287
57,low_iid,4.82395464582,8.99999258085,0.0200536651277,0.528064902015,-0.604856302164,1.65119183107
57,spatial_corr,4.71870769759,8.99994347849,0.0206194694584,0.542251499066,-0.678074904406,1.62696073477
57,persistent_factor,4.67658172823,8.99999521331,0.0206511538404,0.541925520179,-0.696882253239,1.54527688647
58,clean,7.27330583678,6.37196494895,0.0211028322521,0.200614392303,-0.682725862304,1.84786680724
58,low_iid,7.99998199314,5.23875324472,0.0194987199522,0.24210020558,-0.491033887489,1.50058114256
58,spatial_corr,7.99991516299,5.22893669743,0.0195003043803,0.25146831735,-0.494001393552,1.50019776261
58,persistent_factor,7.99968813819,5.26829063229,0.019484921624,0.239483032051,-0.460186137863,1.50048396453
59,clean,4.25276900192,7.97594863578,0.0187850057594,0.283840561738,-0.780397441704,1.50004842467
59,low_iid,4.5420021524,5.31172295305,0.0192062052441,0.20984781036,-0.435415420535,1.61680317509
59,spatial_corr,4.6678772421,5.42395551296,0.018869969036,0.225717087342,-0.44288634525,1.84255249555
59,persistent_factor,5.09589215457,7.25664159767,0.01603489543,0.246109075424,-0.480943479721,1.67185272142
60,clean,7.99991516299,6.21945417548,0.0219649675682,0.299906763526,-0.586300394617,1.77902223774
60,low_iid,7.99991516299,5.43938923845,0.0204060409375,0.338113100592,-0.561417939713,1.50331178592
60,spatial_corr,7.99991516299,5.94589089771,0.0199533187204,0.408552216207,-0.600255446612,1.62354541334
60,persistent_factor,7.99991516299,5.83289985102,0.0203540763035,0.368804621368,-0.612665404902,1.60857087129
61,clean,6.94760419136,8.99997763709,0.0174213328858,0.416808642336,-0.351818531987,1.51656681422
61,low_iid,6.53925028269,6.32782063768,0.0192129730962,0.313891564567,-0.531107737395,1.6708804351
61,spatial_corr,6.69300533786,6.04804860562,0.0188965148079,0.249154002876,-0.472416840469,1.50016799918
61,persistent_factor,6.51718543462,6.86608227424,0.0186412436638,0.253075883413,-0.772995599665,1.50277436601
62,clean,7.1954711461,8.69804833891,0.0188125259259,0.395265877544,-0.361880223975,1.80450055763
62,low_iid,7.42870527237,6.91890106514,0.0190864108914,0.444158458432,-0.428726203254,1.6273966427
62,spatial_corr,7.53930405748,7.10796588657,0.0181778297284,0.457618732197,-0.378200040939,1.50002620049
62,persistent_factor,7.52068842792,7.03665290392,0.0188717434571,0.415503747873,-0.431508892612,1.61869095874
63,clean,3.57091176054,7.31137274633,0.0204500339266,0.364866872622,-0.328598990879,1.50000510111
63,low_iid,3.98576393484,7.57204537804,0.0189237720787,0.476750293629,-0.486076360358,1.50002098796
63,spatial_corr,4.08810105033,7.88332770982,0.018283236049,0.486629563244,-0.495997571467,1.51757727841
63,persistent_factor,3.93720800299,7.76127570407,0.0185983003836,0.474889469498,-0.517473720613,1.510616814
64,clean,4.54319007274,5.65212363055,0.0243460479836,0.330223491865,-0.582939222553,1.50000443174
64,low_iid,4.64945919553,5.59837738217,0.0216531032658,0.355696994958,-0.505338505825,1.50016540857
64,spatial_corr,4.68538638458,5.59999626661,0.0217388600603,0.354493251762,-0.486335280534,1.50918130851
64,persistent_factor,4.66147067926,5.65961172577,0.0216397480559,0.360360652942,-0.503516659513,1.50007905185
65,clean,3.90361793133,7.19253241342,0.0223123083543,0.297849506348,-0.740935566598,1.50006558731
65,low_iid,4.10778207993,7.89770441151,0.0200022612534,0.427186804367,-0.776834591617,1.50011730798
65,spatial_corr,4.06062153549,7.81430335506,0.019931402088,0.444642074245,-0.767016190584,1.50010414108
65,persistent_factor,3.97373362942,7.49011450752,0.0202552163984,0.470253328361,-0.692099148469,1.62823457786
66,clean,4.82668621337,6.4478035547,0.0221857606571,0.378131694906,-0.478076590648,1.50001111134
66,low_iid,5.32957432045,6.99108534476,0.0198786328032,0.48492898653,-0.349459663048,2.0126321182
66,spatial_corr,5.27986760708,7.05287753418,0.0197567622228,0.498648229531,-0.314051524841,2.08949771702
66,persistent_factor,5.57799504103,7.00168318014,0.0191280726217,0.481663909972,-0.425499831555,1.50019259994
67,clean,4.17476867497,6.0589463996,0.0266314599999,0.372935409205,-0.499541376351,1.50002909023
